DoctorNo,DoctorID,RoomNo,FirstName,SecondName,GovHospital,BasicPayment($),Experience(years)
2330,AV0VlD57FcQ3k02bD96S,330,LYKE,ETHAN,North Oak Regional Medical Center,547.136,19
2331,AV1c0NdDIxWefVJwd-ru,331,HUITT,EVANGELINE,Choctaw Health Center,41.96,3
2332,AVwczgwsIN2L1WUfpFJD,332,TINCH,EVE,Panola Medical Center,41.7,1
2333,AVwdiGsUkufWRAb560ph,333,TAGLE,EVELYN,Whitfield Medical Surgical Hospital,277.4,15
2334,AV1eQUsH3-Khe5l_NAZ_,334,LINNELL,FATOUMATA,Merit Health Women's Hospital,5.78,1
2335,AV1jr0osRxPSIh2Rax7G,335,LODEN,FINN,Merit Health River Oaks,69.216,2
2336,AVwdqnOWkufWRAb58IYe,336,WITMAN,FINNEGAN,Baptist Memorial Hospital Desoto,10.86,10
2337,AV1ge0VIRxPSIh2RaD0q,337,CONDREY,FINNEGAN,Alliance Health Center,426.79,16
2338,AWqqijg_cuP9ADUBA_ny,338,SWINDLER,FIONA,Mississippi Methodist Rehab Ctr,25.92,5
2339,AWkLJ8qg3-Khe5l_1fSc,339,DENBY,FIONA,Ochsner Medical Center-hancock,45.92,3
2340,AVwcvfRFkufWRAb5yh4j,340,MCDOW,FRANCESCA,Patients Choice Medical Center,10.72,8
2341,AWif4L_ja4HuVbedgxX0,341,BENNION,FRANCISCO,Methodist Healthcare - Olive Branch Hospital,41.86,9
2342,AVwcnuyMByjofQCxgVLH,342,BERKMAN,FRANK,University Of Mississippi Medical Center- Grenada,63.2,11
2343,AWkPHxZQIxWefVJwGcLK,343,ESGUERRA,FRANKLIN,S E Lackey Memorial Hospital,113.97,16
2344,AWmfwrKpRxPSIh2RGoH2,344,KOHLI,FRANKLIN,Monroe Regional Hospital,123.552,37
2345,AV1gpflxa4HuVbed7Mwq,345,LEICHT,FRANKLIN,Stone County Hospital,490.32,2
2346,AVzoGIST3D1zeR_xCZ_C,346,PLATERO,FREDDY,Tallahatchie Critical Access Hospital,70.08,25
2347,AV53fW58IxWefVJwp3ZC,347,PURTELL,FRIMMY,Lawrence County Hospital Cah,1.272,12
2348,AV1c6Qc1RxPSIh2RY0cf,348,SARRO,GABRIELA,Perry County General Hosp,557.585,6
2349,AWFPwnVqa4HuVbedOO7r,349,SPERA,GABRIELLA,Noxubee General Critical Access Hosp,9.024,20
2350,AV0Y3n9CFcQ3k02bEN3i,350,WASIELEWSKI,GABRIELLE,Pontotoc Health Service Cah,69.456,1
2351,AVwdm1ASkufWRAb57jMh,351,NOLD,GAEL,Field Health System,10.86,1
2352,AVwdWUp7_7pvs4fz48zr,352,GANDER,GAEL,Tyler Holmes Memorial Hospital Cah,79.47,19
2353,AVwdkEe4kufWRAb57ID5,353,COSTER,GAVIN,Baptist Medical Center Yazoo,10.08,3
2354,AV3c4TjdIxWefVJwjy1v,354,BURN,GAVIN,Quitman County Hospital Cah,1552.831,1
2355,AVwcqjIUByjofQCxg0s5,355,SINDELAR,GAVIN,Baptist Medical Center-leake,137.24,15
2356,AWiKkN86a4HuVbedgNbG,356,SPIVAK,GAVIN,H C Watkins Memorial Hospital Inc,36.51,1
2357,AV1dDwH8a4HuVbed6N56,357,STANGL,GEMMA,Simpson General Hospital Cah,239.976,2
2358,AVzA82t8LD2H7whiWG7M,358,EAKES,GEMMA,North Sunflower Medical Center Cah,1579.746,10
2359,AWiWmBsbIxWefVJwDjG0,359,HOST,GENEVIEVE,Holmes County Hospital And Clinics,1071.576,16
2360,AV1eURGCIxWefVJwfePS,360,RAYBON,GEORGIA,Claiborne County Hospital,613.908,5
2361,AVwdZCpu_7pvs4fz5ZXx,361,STICKLE,GEORGIA,Laird Hospital Inc,34.86,3
2362,AVzA9pNe-gnIPe8DSfGj,362,VITIELLO,GIA,Scott Regional Hospital Cah,155.04,8
2363,AWNFZV7B3-Khe5l_idvS,363,BORNTRAGER,GIANNA,Walthall County General Hospital Cah,13.71,9
2364,AVwdru21_7pvs4fz8UFl,364,GLORIOSO,GIANNI,Covington County Hospital Cah,127.88,11
2365,AWkGG75AIxWefVJwGTeq,365,WINNIE,GIANNI,Jefferson Davis Community Hospital Cah,160.32,16
2366,AWkJbUoN3-Khe5l_1br6,366,BLOCHER,GIAVANNA,Copiah County Medical Center,46,37
2367,AVwdKIbW_7pvs4fz222f,367,CHE,GIOVANNI,Greene County Hospital Cah,120.712,2
2368,AVzBBPiL3D1zeR_xBEjw,368,GODBOLD,GIOVANNI,Franklin County Memorial Hospital,23.12,25
2369,AVwcnHgBByjofQCxgOPF,369,BLUMENFELD,GIOVANNI,Bmh-calhoun,532.704,12
2370,AWiKksT33-Khe5l_ytfm,370,HALLFORD,GISELLE,Pearl River County Hospital & Nursing Home,4.912,6
2371,AWjeAFSsRxPSIh2RAYBt,371,NUCKOLLS,GOLDIE,Choctaw Regional Medical Center,252,20
2372,AWiKse1rRxPSIh2R94a9,372,RASOR,GRACE,John C Stennis Memorial Hospital,60.288,1
2373,AVz3FZKq-gnIPe8DUf6R,373,TARDY,GRACE,Baptist Medical Center - Attala,2.632,1
2374,AV1ZUjzp-gnIPe8DW7Z1,374,HAYSLETT,GRAHAM,Tippah County Hospital,23.688,19
2375,AVzxoD1P-gnIPe8DUThU,375,KIVETT,GRANT,Mercy Hospital Joplin,253.372,3
2376,AV1eUC55RxPSIh2RZ55A,376,PETTRY,GRAYSON,Cooper County Community Hospital,5.67,1
2377,AWqp-T-KQTFama1Xn3ZB,377,KLOPFENSTEIN,GRAYSON,Ssm Health St Joseph Hospital-st Charles,76.776,15
2378,AWqkqhGGcuP9ADUBA3R6,378,MARTELLI,GRAYSON,Mosaic Life Care At St Joseph,9.184,1
2379,AWe7-dtF3-Khe5l_vnwb,379,DUNKER,GRAYSON,Bothwell Regional Health Center,32.75,2
2380,AWkGL7a9a4HuVbedi572,380,KLASS,GREYSON,Ssm Health St. Mary's Hospital - Jefferson City,7.216,10
2381,AVzxpf8JLD2H7whiX7bG,381,DENN,GREYSON,Phelps County Regional Medical Center,49.568,16
2382,AVwed6YjByjofQCxyewb,382,VESSELS,HADI,Mercy Hospital St Louis,54.712,5
2383,AVwcqMjbByjofQCxgwsl,383,STUKES,HAILEY,Northeast Regional Medical Center,176.04,3
2384,AVwchEDRByjofQCxfGLV,384,IANNONE,HARLEY,Mercy Hospital Jefferson,16.02,8
2385,AVweLrtgkufWRAb5Atqw,385,KOVARIK,HARMONY,Texas County Memorial Hospital,185.92,9
2386,AWkGLGVs3-Khe5l_1Zsh,386,PERLMUTTER,HARPER,Hannibal Regional Hospital,211.168,11
2387,AVwd08A6IN2L1WUfzkMm,387,SOM,HARPER,Research Medical Center,479.984,16
2388,AWqp3tWgcuP9ADUBA_BM,388,KUMP,HARPER,Barnes Jewish Hospital,7.86,37
2389,AVwdYqrl_7pvs4fz5VWL,389,TACK,HARRISON,Bates County Memorial Hospital,24.448,2
2390,AVwc8iSX_7pvs4fz0pKr,390,WARF,HASAN,Cox Medical Centers,6.48,25
2391,AWiD-5BVRxPSIh2R9svw,391,COFFER,HEAVEN,Capital Region Medical Center,41.86,12
2392,AVzBBlvH-gnIPe8DShkK,392,BAAS,HECTOR,Truman Medical Center Hospital Hill,1619.91,6
2393,AVwdG70AByjofQCxllcM,393,BALLI,HELEN,Ssm Health St Francis Hospital - Maryville,113.92,20
2394,AVwcihbF_7pvs4fzwNlL,394,FLEISHMAN,HENCHY,Mercy Hospital Washington,39.68,1
2395,AVzThBb03D1zeR_xBZJD,395,LYALL,HENRY,Cameron Regional Medical Center,37.6,1
2396,AVwc-6gEIN2L1WUfq_Qy,396,MELI,HUDSON,Mercy Hospital Lebanon,59.9,19
2397,AV1tflAXRxPSIh2RbS0X,397,PETROVIC,HUDSON,Nevada Regional Medical Center,37,3
2398,AWjXFBR63-Khe5l_09pv,398,SEGO,HUDSON,Saint Lukes North Hospital,5.76,1
2399,AVzBAolo3D1zeR_xBEG-,399,TIGNOR,HUNTER,Ssm Health St. Mary's Hospital-audrain,16.68,15
2400,AVzBFlaU-gnIPe8DSje1,400,MAULE,HUNTER,Mercy Hospital Springfield,628.81,1
2401,AWhJKXIn3-Khe5l_yFQu,401,STINCHCOMB,HUNTER,Boone Hospital Center,56.45,2
2402,AVwd6hU-kufWRAb5-W6S,402,DOXEY,IAN,Pemiscot County Memorial Hospital,94.2,10
2403,AVwcsrRS_7pvs4fzx_4H,403,GARBUTT,ISAAC,Moberly Regional Medical Center,28.4,16
2404,AVwcmpnmIN2L1WUfm1zz,404,DREWES,ISABELLA,St Anthony's Medical Center,956.6648,5
2405,AWiKpJNcRxPSIh2R93iL,405,PRESTRIDGE,ISABELLA,Ozarks Medical Center,1115.91,3
2406,AVwdCbvXByjofQCxk2Zk,406,VIVANCO,ISAIAH,Southeast Health Center Of Ripley County,128.744,8
2407,AV1TsdYy3D1zeR_xFGXD,407,WEINMANN,ISHAAN,Ssm Health St Clare Hospital - Fenton,79.92,9
2408,AWkGNBoGa4HuVbedi6PL,408,AMRHEIN,ISLA,St Joseph Medical Center,24.2,11
2409,AVzBH8loFcQ3k02bBe53,409,SCHLUTER,ISLA,Ssm Health St Mary's Hospital - St Louis,359.976,16
2410,AV1ewPZ4IxWefVJwfiEF,410,CLEEK,ITZEL,Cox Medical Center Branson,211.84,37
2411,AVwclDBTkufWRAb5wu4c,411,ROSSIGNOL,IVY,Centerpoint Medical Center,5.68,2
2412,AVweAPLqByjofQCxuaud,412,REZENDES,IZABELLA,North Kansas City Hospital,7.52,25
2413,AVwcfaReByjofQCxe0e5,413,MARONE,JACK,Western Missouri Medical Center,11.96,12
2414,AVwdG7Ak_7pvs4fz2VwV,414,SLOSS,JACKSON,Truman Medical Center Lakewood,629.064,6
2415,AV1eSoDJ3-Khe5l_ND4C,415,WEARY,JACKSON,Ssm Health Depaul Hospital St Louis,754.45,20
2416,AVweUnX6ByjofQCxxMc1,416,LEISHMAN,JACKSON,Ssm Health Saint Louis University Hospital,301.96,1
2417,AVwcsO6akufWRAb5x-_q,417,SEARFOSS,JACOB,Missouri Baptist Medical Center,595,1
2418,AVweIkdvIN2L1WUf2SB3,418,SPRINGMAN,JACOB,Southeasthealth,79.872,19
2419,AVwc4YOykufWRAb50AH5,419,WOLFER,JADE,Missouri Delta Medical Center,2396.4,3
2420,AWFLNh14IxWefVJwyxa5,420,HIRES,JADEN,Poplar Bluff Regional Medical Center,63.56,1
2421,AVzBC_wo-gnIPe8DSibd,421,MCCAMPBELL,JAEL,Freeman Health System - Freeman West,99.99,15
2422,AV1eSm5RIxWefVJwfZ-M,422,CASSELMAN,JAKE,St Lukes Hospital Of Kansas City,230.376,1
2423,AWMVdxnna4HuVbedPj8D,423,FRASCA,JAMAL,University Of Missouri Health Care,9.664,2
2424,AVweH4xekufWRAb5ANG0,424,LINTNER,JAMES,Fitzgibbon Hospital,158.928,10
2425,AVzn7lCKFcQ3k02bCrb1,425,PREISS,JAMESON,Southeasthealth Center Of Stoddard County,13.023,16
2426,AVzBHHEW3D1zeR_xBHQm,426,NEILSEN,JANE,Barnes-jewish West County Hospital,273.06,5
2427,AVweZzEtByjofQCxx4iz,427,TWISS,JANELLE,Parkland Health Center,39.312,3
2428,AVwcqo5JkufWRAb5xtQI,428,BOUGHNER,JANNAT,Golden Valley Memorial Hospital,1.344,8
2429,AVwdW4N1_7pvs4fz5CmJ,429,DONNELLAN,JARED,St Luke's Des Peres Hospital,8.272,9
2430,AVwczWyhByjofQCxiWP_,430,RECH,JARIEL,Liberty Hospital,12.544,11
2431,AVwdUScAByjofQCxn1F4,431,MCCAULLEY,JASE,St Lukes Hospital,58.48,16
2432,AVwdRow0kufWRAb54MKS,432,MASSENBURG,JASMIN,Christian Hospital Northeast-northwest,7.4,37
2433,AV1stZVQIxWefVJwgnJi,433,DERMODY,JASMINE,Saint Francis Medical Center,366.786,2
2434,AVwdZAtS_7pvs4fz5ZCc,434,NEUBERGER,JASMINE,Lake Regional Health System,54.368,25
2435,AVwc-Nj7IN2L1WUfq4RE,435,RIFKIN,JASMINE,Lee's Summit Medical Center,33.96,12
2436,AV1eSCobRxPSIh2RZ0wq,436,ULLOM,JASON,Barnes-jewish St Peters Hospital,826.11,6
2437,AVwc1K3RIN2L1WUfpXto,437,MARTH,JASON,St Mary's Medical Center,545.85,20
2438,AVwc3JUz_7pvs4fzzvex,438,BLACKER,JASPER,Citizens Memorial Hospital,145.98,1
2439,AVwdNLckkufWRAb53bHB,439,KASE,JAX,Ssm Health Saint Joseph Hospital-lake Saint Louis,35.808,1
2440,AWkq0m9TRxPSIh2RCNsy,440,GARON,JAX,Fulton Medical Center Llc,7.904,19
2441,AVwcom7fIN2L1WUfnL7W,441,CALAWAY,JAXON,St Alexius Hospital,345,3
2442,AVwcvbGR_7pvs4fzydSG,442,GRANGE,JAXON,Belton Regional Medical Center,174.286,1
2443,AVwcrKV6kufWRAb5xzIg,443,YOPP,JAXON,Saint Luke's East Lee's Summit Hospital,662.84,15
2444,AWiEFyJSRxPSIh2R9uuy,444,SERVICE,JAXSON,Progress West Hospital,95.1,1
2445,AWkGSBZ43-Khe5l_1beu,445,BLASSINGAME,JAYCE,Black River Community Medical Center,26.88,2
2446,AVwco0Of_7pvs4fzxVX1,446,LOCKLEY,JAYCE,Ellett Memorial Hospital,257.98,10
2447,AWkGQsulIxWefVJwGWCs,447,STRAUGHTER,JAYDEN,Madison Medical Center,17.48,16
2448,AWkpdkkuRxPSIh2RByfw,448,PORATH,JAYLAH,Community Hospital Association,492.835,5
2449,AWkpbOLja4HuVbedj9vP,449,SITU,JAYLIN,Putnam County Memorial Hospital,269.49,3
2450,AVwdd2WKkufWRAb56MQb,450,STANSFIELD,JAYSON,Sullivan County Memorial Hospital,29.12,8
2451,AV1dDnM4IxWefVJwezBW,451,EVES,JAZMIN,Pershing Memorial Hospital,18.75,9
2452,AWiFg6_hRxPSIh2R9vdR,452,CIANCI,JEFFERSON,Washington County Memorial Hospital,119.7,11
2453,AV1c3SLTRxPSIh2RYoCB,453,COLINDRES,JEFFREY,Wright Memorial Hospital,9.144,16
2454,AWkpaAlJ3-Khe5l_2cBk,454,KILLAM,JENNY,Scotland County  Hospital,57.06,37
2455,AWkpcqZ8RxPSIh2RBxe1,455,LUIZ,JESSE,Perry County Memorial Hospital,71.6,2
2456,AVweMiYFIN2L1WUf201A,456,STAHLMAN,JESSIE,Harrison County Community Hospital,107.44,25
2457,AWqpGKb9Z4Yw-wtdet8R,457,SILVERNAIL,JOANNA,Macon County Samaritan Memorial Hospital,7.31,12
2458,AWqpGGSbQTFama1Xn2Ti,458,MOORHOUSE,JOANNA,Hermann Area District Hospital,59.1,6
2459,AV1eRPbHIxWefVJwfWRu,459,LANGNER,JOCELYN,Parkland Health Center - Bonne Terre,46.53,20
2460,AVwdMKY2kufWRAb53Ptw,460,SOUCIE,JOEL,Mercy Hospital Aurora,97.84,1
2461,AWqpFYDYZ4Yw-wtdet6h,461,LUCKE,JOEY,Mercy Hospital Cassville,29.97,1
2462,AVwdU8Zk_7pvs4fz4tpV,462,MANLY,JOHAN,Salem Memorial District Hospital,98.352,19
2463,AVwcuFgt_7pvs4fzyO33,463,HUGGARD,JOHANN,Mercy Hospital Lincoln,83.92,3
2464,AWkpbgF6a4HuVbedj9_u,464,HIGAREDA,JOHN,Lafayette Regional Health Center,14.624,1
2465,AWqo5cp4cuP9ADUBA9xZ,465,MATARAZZO,JOHN,Hedrick Medical Center,136.99,15
2466,AVwdtSUH_7pvs4fz8iMv,466,JUSINO,JOLIE,Excelsior Springs Hospital,3.15,1
2467,AWkpaOppIxWefVJwHX-o,467,WINNETT,JOLIE,Cedar County Memorial Hospital,9.11,2
2468,AVweRRJe_7pvs4fzBhFT,468,MATHENEY,JONAEL,Cass Regional Medical Center,571.44,10
2469,AVwcgJUx_7pvs4fzvxBW,469,BUFKIN,JONAH,Cox Barton County Hospital,32.4,16
2470,AWiD5jEe3-Khe5l_yklR,470,BILBO,JONATHAN,Ray County Memorial Hospital,16.91,5
2471,AWiD65Ip3-Khe5l_ylNT,471,LEVINGSTON,JORDAN,Northwest Medical Center,14.272,3
2472,AVzA_pJHFcQ3k02bBbCu,472,AUXIER,JORDAN,Cox Monett Hospital,451.136,8
2473,AVweg6OsByjofQCxy7Y2,473,GUEVARRA,JORDYN,Ste Genevieve County Memorial Hospital,64.864,9
2474,AWkpak89a4HuVbedj9O_,474,TRIOLO,JORGE,Freeman Neosho Hospital,217.584,11
2475,AVwdrdXKkufWRAb58Q6R,475,RODER,JORGE,Carroll County Memorial Hospital,82.95,16
2476,AVwd5EnvIN2L1WUf0H-Z,476,CLEVER,JOSEPH,Pike County Memorial Hospital,87.71,37
2477,AWkpceJ_a4HuVbedj-2J,477,MOODIE,JOSEPH,I-70 Community Hospital,1101.48,2
2478,AVwdSYkxByjofQCxnhCE,478,CABANA,JOSEPHINE,Mercy St Francis Hospital,1322.352,25
2479,AVzA1AQO-gnIPe8DScLy,479,KIESLING,JOSIAH,Iron County Medical Center,5.46,12
2480,AVweHp_bIN2L1WUf2J4l,480,LINDBLOM,JOY,Missouri Baptist Sullivan Hospital,11.184,6
2481,AWoycnUzQTFama1Xfn5i,481,REUTHER,JOY,Mercy Hospital Carthage,153.584,20
2482,AVwc8fMA_7pvs4fz0oud,482,RUBI,JUAN,St Louis Childrens Hospital,1003.62,1
2483,AVwdpGUuByjofQCxrIWd,483,BRINKMANN,JUDAH,Childrens Mercy Hospital,35.168,1
2484,AWj7ItCi3-Khe5l_1TPk,484,DONATI,JUDAH,Ranken Jordan A Pediatric Rehab,1137.75,19
2485,AVwcpylJByjofQCxgsjc,485,CRESSWELL,JUDE,Shriners Hospitals For Children,99.68,3
2486,AWkpcJQpRxPSIh2RBw_1,486,FORTES,JUDE,St Peters Hospital,5.56,1
2487,AV1dAon1a4HuVbed6J5H,487,BAYARD,JUDE,Billings Clinic Hospital,85.52,15
2488,AWqooA4mZ4Yw-wtdetcA,488,GRAYER,JULIA,Benefis Hospitals Inc,9.84,1
2489,AV1eQitVa4HuVbed6q4K,489,MALVEAUX,JULIAN,St Patrick Hospital,20.04,2
2490,AVwdOQoGkufWRAb53mkh,490,HAUGER,JULIAN,St James Healthcare,631.96,10
2491,AVwclwCpByjofQCxf-ij,491,HIRSCHMAN,JULIANA,Community Medical Center,23.92,16
2492,AWkpZ4w5a4HuVbedj8qk,492,SOROKA,JULIANNA,Northern Montana Hospital,90.24,5
2493,AWkpaaLlIxWefVJwHYHK,493,WITEK,JUSTIN,St Vincent Healthcare,4548.81,3
2494,AV2j8xKCa4HuVbed-Sm1,494,PUGSLEY,KADEN,Kalispell Regional Medical Center,300.93,8
2495,AWmfNupkIxWefVJwMOd6,495,EOFF,KAIA,Bozeman Health Deaconess Hospital,719.96,9
2496,AWqobd0OQTFama1Xn1lw,496,ALEWINE,KAITLYN,P H S Indian Hospital At Browning - Blackfeet,647.84,11
2497,AWj7KBM1a4HuVbedizgS,497,HASTIE,KAITLYN,Great Falls Clinic Hospital,64.17,16
2498,AWlP_PVs3-Khe5l_5leD,498,BUDZINSKI,KAITLYN,The Healthcenter,124.46,37
2499,AWkpc3jJIxWefVJwHaP9,499,BURGARD,KAMERON,Big Sky Medical Center,9.584,2
2500,AWkpbDqIa4HuVbedj9mE,500,HEBEL,KAREEM,Poplar Community Hospital,37.608,25
2501,AV12k6Y8a4HuVbed9mu2,1,KLEIST,KARTER,Fallon Medical Complex Hospital,12.224,12
2502,AVweAIFk_7pvs4fz_Kd1,2,LAWHEAD,KATELYN,Dahl Memorial Healthcare Assoc,2.304,6
2503,AWj7MyQm3-Khe5l_1ULW,3,SAPORITO,KAYDEN,Granite County Medical Center,9.36,20
2504,AWkpbWAXa4HuVbedj92a,4,SUGARMAN,KEILA,Missouri River Medical Center,7.38,1
2505,AV1tfqn1RxPSIh2RbTZO,5,SECHLER,KENDALL,Mccone County Health Center,53.72,1
2506,AVwcyteLkufWRAb5zEjn,6,COHOON,KENNEDY,Mountainview Medical Center,8187.65,19
2507,AWkpcT4U3-Khe5l_2d6W,7,TREADAWAY,KENNY,Benefis Teton Medical Center,77.92,3
2508,AVwcg9qqkufWRAb5v_lM,8,SILLIMAN,KEVIN,Roosevelt Medical Center,32.784,1
2509,AWmgFE5oIxWefVJwMdsU,9,HORSEY,KEVIN,Prairie Community Hospital,196.776,15
2510,AWj7Bb5YIxWefVJwGM1o,10,CHAUHAN,KEYLA,Garfield County Health Center,479.94,1
2511,AVwc9QEmIN2L1WUfqumu,11,JOVEL,KHADIJA,Big Sandy Medical Center,1117.92,2
2512,AVwdMoO0_7pvs4fz3Sz-,12,GIORGIO,KIAN,Phillips County Medical Center,106.5,10
2513,AWmfFxAL3-Khe5l_7H1e,13,WALTRIP,KIMBERLY,Pioneer Medical Center,45.66,16
2514,AVzBA0FQ3D1zeR_xBERv,14,TEMPLEMAN,KINGSTON,Deer Lodge Medical Center,95.968,5
2515,AVwcp17a_7pvs4fzxgKc,15,MORNING,KINSLEY,P H S Indian Hospital-ft Belknap At Harlem - Cah,47.992,3
2516,AWM8kd2Aa4HuVbedQA6F,16,FAVA,KRISH,Frances Mahon Deaconess Hospital,264.32,8
2517,AWDGtKQwRxPSIh2RqZHl,17,MCINTURFF,KYLA,Livingston Healthcare,604.656,9
2518,AVwdkD0x_7pvs4fz7H_r,18,MIGLIACCIO,KYRIE,Barrett Hospital & Healthcare,129.93,11
2519,AVwcoKmH_7pvs4fzxOEW,19,MONCAYO,LAILA,Ruby Valley Medical Center,20.16,16
2520,AWkrI6CPRxPSIh2RDeEG,20,PESEK,LAILA,Cabinet Peaks Medical Center,29.46,37
2521,AVwdBgJW_7pvs4fz1c-q,21,OLIVERO,LANDON,Wheatland Memorial Hospital,868.59,2
2522,AWkrGDUBRxPSIh2RDSnl,22,DEVALL,LANDON,Sheridan Memorial Hosptial,12.96,25
2523,AVwdE1kV_7pvs4fz2AqB,23,DAUPHIN,LANDON,Clark Fork Valley Hospital,5.5,12
2524,AWkq1dLe3-Khe5l_28es,24,BANERJEE,LANDON,Pondera Medical Center,121.6,6
2525,AWkLD8vT3-Khe5l_1die,25,BENWAY,LAURA,St Luke Community Hospital,42.048,20
2526,AVweTJ72IN2L1WUf3txM,26,BERMEJO,LAYLA,Beartooth Billings Clinic,25.488,1
2527,AVwdSd0jIN2L1WUfuPCt,27,DACEY,LEAH,Rosebud Health Care Center,6.9,1
2528,AVzA9E4pFcQ3k02bBZQq,28,PILARSKI,LEIB,Marias Medical Center,9.648,19
2529,AVweTaYPByjofQCxxCNM,29,PINNELL,LEILA,Madison Valley Medical Center,7.968,3
2530,AVwchhe-kufWRAb5wGV8,30,CHIA,LEILA,Stillwater Billings Clinic,10.368,1
2531,AVwclnvbByjofQCxf84Y,31,PUNG,LEONARDO,Mineral Community Hospital,114.2,15
2532,AWNSi3c3a4HuVbedQDfP,32,RAHE,LESLIE,Glendive Medical Center,17.96,1
2533,AVwdXe89ByjofQCxoXje,33,GREENHAW,LIA,Broadwater Health Center,12.67,2
2534,AWirTxrkRxPSIh2R_Q_Z,34,BYRNS,LIA,Liberty Medical Center,339.96,10
2535,AWqnyGPEQTFama1Xn03Z,35,ANCONA,LIAM,Community Hospital Of Anaconda,1801.632,16
2536,AWqnu4u2cuP9ADUBA8eM,36,GRANATO,LIAM,North Valley Hospital,46.32,5
2537,AWme8SIfIxWefVJwMExI,37,LUCIANI,LIAM,Northern Rockies Medical Center,181.986,3
2538,AVwdC450kufWRAb51uiV,38,SHRYOCK,LIBA,Big Horn Co Memorial Hospital,431.976,8
2539,AWkrIg1i3-Khe5l_4Jmj,39,SLOOP,LILAH,P H S Indian Hospital Crow / Northern Cheyenne,155.37,9
2540,AWkrHodxa4HuVbedlmTm,40,MURCIA,LILIANA,Marcus Daly Memorial Hospital - Cah,1348.704,11
2541,AVwc6X8_ByjofQCxji6f,41,CROLL,LILIANA,Trinity Hospital,700.152,16
2542,AV12fVBqIxWefVJwhl3o,42,CONGLETON,LILIANA,Daniels Memorial Hospital,111.888,37
2543,AVwdJ_0skufWRAb5233v,43,OKELLY,LILLIAN,Providence St Joseph Medical Center,143.952,2
2544,AWkrIUn7RxPSIh2RDcAc,44,NORVILLE,LILLIAN,Sidney Health Center,173.94,25
2545,AVwdFdWTkufWRAb52Jih,45,FLESCH,LILLY,Central Montana Medical Center,14.76,12
2546,AVwc_U20_7pvs4fz1F8i,46,MURAD,LILLY,Roundup Memorial Healthcare,205.92,6
2547,AVwc5jnD_7pvs4fz0J2y,47,SEDDON,LINCOLN,Holy Rosary Healthcare,102.833,20
2548,AVwdD-6_kufWRAb516Ze,48,WAYBRIGHT,LIONEL,Bryan Medical Center,2.304,1
2549,AWlTyiwHRxPSIh2RFHNV,49,CREMER,LIORA,Chi Health Good Samaritan,1879.96,1
2550,AWqnS1d4QTFama1Xn0SK,50,HAGMAN,LITZY,The Nebraska Medical Center,313.024,19
2551,AWfQVmRsIxWefVJwAr0m,51,LARGO,LIVIA,Chi Health St Elizabeth,5.04,3
2552,AV1c9DULa4HuVbed5_x3,52,SOLAR,LOGAN,Chi Health St Francis,821.88,1
2553,AVwchzybIN2L1WUfl7xS,53,COSTALES,LOGAN,Mary Lanning Healthcare,21.96,15
2554,AVwcuFYPkufWRAb5ySsT,54,GIER,LOGAN,Methodist Hospital,25.92,1
2555,AVweFTy-ByjofQCxvHfA,55,TOBER,LOGAN,Chi Health Creighton University Medical Center - B,705.544,2
2556,AWE76N-Z3-Khe5l_gBNk,56,REEB,LOLA,Regional West Medical Center,50,10
2557,AV2y8qqua4HuVbed-ayr,57,LANDS,LOLA,Great Plains Health,51.712,16
2558,AWmfFU-o3-Khe5l_7HpG,58,HOBACK,LONDON,Methodist Fremont Health,6.992,5
2559,AVwdI7hmIN2L1WUfsmll,59,INGRASSIA,LONDYN,Chi Health Immanuel,1406.86,3
2560,AVwdBNru_7pvs4fz1Z9t,60,YOUNGQUIST,LUCA,Chi Health Midlands,15.75,8
2561,AVwdO2CC_7pvs4fz3q5h,61,TYRELL,LUCAS,Columbus Community Hospital,323.1,9
2562,AVwciEsKkufWRAb5wNGx,62,PROFIT,LUCAS,Faith Regional Health Services,9.216,11
2563,AVwdx5JokufWRAb59LwZ,63,COLLURA,LUCAS,Lincoln Surgical Hospital,10.368,16
2564,AVwdDsTL_7pvs4fz10XX,64,OLDAKER,LUCIA,Chi Health Nebraska Heart,15.02,37
2565,AWCD0g7uIxWefVJwvJN1,65,VOGL,LUCIAN,Nebraska Orthopaedic Hospital,33.82,2
2566,AVz7fDxQ3D1zeR_xDIal,66,SPAFFORD,LUCIANA,Chi Health Lakeside,71,25
2567,AWoybHMbZ4Yw-wtdWclJ,67,LAUGHMAN,LUCIANA,Midwest Surgical Hospital Llc,25.12,12
2568,AV4fl5r0IxWefVJwkNrd,68,GORIS,LUCY,Bellevue Medical Center,2665.62,6
2569,AV1fPIJ8a4HuVbed66BF,69,COGHILL,LUKAS,"Nebraska Spine Hospital, Llc",478.08,20
2570,AWkqjUKva4HuVbedkR4O,70,SWEATMAN,LUKE,Kearney Regional Medical Center,164.388,1
2571,AWqm804vZ4Yw-wtderKl,71,ROZELLE,LUKE,Harlan County Health System,13.248,1
2572,AWjd2wbMIxWefVJwF88M,72,CHATELAIN,LUKE,Fillmore County Hospital,2.912,19
2573,AVwdm531kufWRAb57kBj,73,FOUCH,LUNA,Pawnee County Memorial Hospital,1399.944,3
2574,AVwc5hov_7pvs4fz0JdU,74,LEGROS,LYDIA,Niobrara Valley Hospital,526.45,1
2575,AV0aTnb63D1zeR_xEXNI,75,KOZA,LYRIC,Thayer County Health Services,16.23,15
